,Headline,url,image_responses
724,NRA sues Florida over plan to put age limits on rifle purchases,anonymous-source/all_shooting_images_newest/10305.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': ""It's like in a shop, which means everyone can buy guns. It makes me feel fearful because I feel insecure. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Those are scary guns that no one should own except for the military '}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'no clue what he will do with the gun'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'why do I see so many guns at the hands of one person.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'IDK'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'many guns indicate danger'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Guns are dangerous.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '.'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'many guns'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'where is the place? are these guns licensed? What kind of people have access to these guns? '}]"
726,Protesters say security guard Jemel Roberson was proverbial 'good guy with a gun'   but was fatally shot by police anyway - Daily Southtown,anonymous-source/all_shooting_images_newest/110197.jpg,"[{'emotion': 'Anger', 'intensity': '2', 'reason': 'Since people in the picture are black people. I think there are something related to gun use and racism. I feel angry and unfair about it.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Innocent people died'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'disappointed in society and sad for what happened'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not understand what is happening in this photo'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'IDK'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the loss'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Someone is speaking.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'for the loss'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'Sorry for the loss and hope the heart-broken families will be taken good care of. '}]"
729,Cruz biological mother's past a factor in school shooting,anonymous-source/all_shooting_images_newest/90014.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'I feel sorry to the person who was hut by this man, but I also feel sorry for the man because he will be in jail for long because what he has done.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'He is a bad person.'}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'criminal convicted, feel justice in work'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'he looks like the same guy in the first picture who seems to be someone who wields a gun, and he is being arrested.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'IDK'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'anger about the crime'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'He is going to the prison.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'blame him'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'The arrested guy looks already feels sorry for what he has done, but the innocent lives had passed due to his shooting. '}]"
733,Trump's indefensible response to the synagogue shooting draws outrage,anonymous-source/all_shooting_images_newest/100095.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'With police stand by, i feel someone use gun, or someone is hurt by guns.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Looks like a shooting/hate crime'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'police in scene so after crime but ambulance concerns me'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""someone must've died due to the appearance of the ambulance.""}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'ALL LIVES MATTER'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'shooting happening again'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'There are some policemen.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'the probably loss of victim'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'Why police are here? Why the ambulance is here? does anyone get hurt? '}]"
734," I now actually do want to take your guns. All of your guns. Right now,  magazine editor declares",anonymous-source/all_shooting_images_newest/10316.jpg,"[{'emotion': 'Fear', 'intensity': '2', 'reason': 'i feel so insecure with so many guns probably put in a shop. I am a afraid that people buy them and hurt others.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""Shotguns aren't needed""}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'not clear what the guns are for'}, {'emotion': 'Disgust', 'intensity': '1', 'reason': 'this store possesses and sells guns.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'IDK'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun control needed'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'There are some guns.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'many guns'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'where is the place? are these guns licensed? What kind of people have access to these guns? '}]"
736,Vigil held for victims of California bar shooting,anonymous-source/all_shooting_images_newest/110235.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'Because someone hug each other. I feel something bad may happen because of gun violence, and people are trying to console each other a little bit.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Nothing, not sure what is happening.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'sad for victim and family'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not understand what is happening.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Guns take away people we care'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'for people hugging together'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Those people are gathering together.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad environment of people'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""so Sad for the loss. Wish all the heart-broken people would feel better soon(although it's always hard)""}]"
739,Police: Florida man threatened to shoot 'weak Republicans' who voted against Kavanaugh confirmation,anonymous-source/all_shooting_images_newest/100252.jpg,"[{'emotion': 'Fear', 'intensity': '2', 'reason': 'I do not know this person, the events, nor the circumstances.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'he looks mad and aggressive, might hurt somebody'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ','}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'This seems like a image of a shooting suspect.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'he looks mad and aggressive, might hurt somebody'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'he looks angry'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not know who this person is'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'he looks angry'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the man seems like a criminal and very dangerous'}]"
740,Unbearable grief': Pakistani parents of Santa Fe school shooting victim warn of gun culture in US,anonymous-source/all_shooting_images_newest/110117.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'I perceive mourning and so feel sympathetic to their possible situation. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""They look very sad, I'm sorry to hear that.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It seems like they have loss someone close in shooting.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""They look very sad, I'm sorry to hear that.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they look sad'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""I am guessing someone is dead/crying in the guy's arms.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they look sad'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'seems that they are crying for something'}]"
741,"Once a 'proud NRA sellout,' Putnam won't say if he'd use term again",anonymous-source/all_shooting_images_newest/10669.jpg,"[{'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not know this person but his tie choice is interesting.'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'he looks like talk something serious'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I wonder what his take is on gun control.'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'he looks like talk something serious'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'he is speaking seriously'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not know who this person is.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'he is speaking seriously.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'seems that the spokesman is announcing some prospective plan'}]"
742,New Jersey governor proposes strengthening gun laws after Pittsburgh synagogue mass shooting,anonymous-source/all_shooting_images_newest/100005.jpg,"[{'emotion': 'Amusement', 'intensity': '1', 'reason': 'His forehead is huge.'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'he looks like talk something serious'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I wonder what he is saying, he seems like making a serious claim.'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'he looks like talk something serious'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'he is speaking seriously'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not know who this person is'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'he is speaking seriously.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'this scene looks like there is a serious thing to be discussed'}]"
743,Don't panic about 3D gun printing. Yet.,anonymous-source/all_shooting_images_newest/27.jpg,"[{'emotion': 'Amusement', 'intensity': '1', 'reason': ""It looks like a little toy gun but I'm not really sure what it is""}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'It looks like a 3D printed gun'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '3D printing for gun is just resulting in looser gun control.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'It looks like a 3D printed gun'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun is dangerous'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not know what this is'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun is dangerous'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'looks like a toy gun'}]"
744,Detroit-area lawmaker targeting ammunition sales in gun control push,anonymous-source/all_shooting_images_newest/90263.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': ""It's amazing to me how Walmart can sell you lettuce and a hunting rifle in the same building.""}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'people are buying guns, they look serious.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It is just scary to see people purchase guns.'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'people are buying guns, they look serious.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun is dangerous'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'I do not like how so many guns are on sale'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun is dangerous'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'not much fear, curious about what is happening'}]"
