,Headline,url,text_responses
91,California bar massacre leaves another American community reeling after 12 gunned down by Marine veteran,anonymous-source/all_shooting_images_newest/110043.jpg,"[{'emotion': 'Awe', 'intensity': '1', 'reason': 'Its shocking that someone can do this'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'gun problem is being paid more attention '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'many of our veterans come home without good support and I feel like we can and should be doing a better job at taking care of our veterans. Especially those who are mentally ill due to their tours.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the word ""another"" just brings on sadness and hopelessness, like this is going to continue to happen'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I find this horribly sad because people died but also because it was a marine veteran. I hope that he did not do this out of anger but rather some type of PTSD, which does not change the fact that people died but makes it seem less horrible to me for some reason. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""it's a pity to hear the news. Victims are so wretched""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I like it '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'It makes me think of my family who are active military who seek mental health services and I hope they never get to a breaking point like this. It combines a number of feelings deep in my gut, like its so sad that this shooting happened, its worse that it was a veteran (who we revere in this American society) could do something as horrible as this. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I feel terrible about the lost lives and terrible for the system failing in treating the veteran's traumas and PTSD""}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Typical Tragedy Response'}]"
106,Las Vegas Shooting: Retired Carpenter Builds New Memorial of 58 Crosses Ahead of Anniversary,anonymous-source/all_shooting_images_newest/90220.jpg,"[{'emotion': 'Excitement', 'intensity': '1', 'reason': 'actually no special feelings'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'so many people were killed by guns.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'there is shooting event'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It's so sad that 58 innocent people died because of a tragic mass shooting.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'news about memorials is always sad.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I am happy that someone like this man cares enough to do something so kind. He is making a selfless contribution, using his assets, that I hope did not go unnoticed. It is people like him that instil hope in the community. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""we shouldn't have to mourn all of these people""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'The identity of retired carpenter makes the scene more gloomy. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Mass shootings make me sad'}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'I feel inspired and respect for the carpenter for commemorating the event'}]"
114,Top Senate Dem admits: No gun control law would have stopped Santa Fe massacre,anonymous-source/all_shooting_images_newest/10385.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'no special feelings'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""there's no law can stop gun problem. ""}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'No law works means people over Santa Fe will be exposed to violence, which are strict to people living there.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Its very scary that even laws can't prevent people from getting guns, and we are somewhat hopeless in this situation.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""it's scary to think that even laws can't stop shootings.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I am aware that sadness is a sub-emotion of anger. this title was specifically sad because someone who had the people who make change is admitting that if change was implemented, deaths could have been avoided altogether. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'YES IT COULD HAVE.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Now you know the fact. Move on and improve the law. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'its sad and upsetting that there seems to be so few answers for how to prevent gun violence'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""there may be some truth to it but that shouldn't stop people from trying to improve gun control laws""}]"
116,The Latest: Victim's family marks anniversary of shooting,anonymous-source/all_shooting_images_newest/90248.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': ""feel sad about victim's family""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'just sad about those people who lost family memebers due to gun shot. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The anniversary sounds ironic, which make me feel pity on what the family has experienced.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It makes me sad to think about all the people and families that have lost loved ones because of mass shootings.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'so many lives have been lost to gun violence.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I cannot imagine the emotional damage that a victims family experiences and this article makes me sad to even imagine the truth of living a life without you son, daughter, brother or sister. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""they shouldn't have to mourn them.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Concise headline with power to feel the sorrow of victim family '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'shootings make me sad'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""it's life""}]"
119,Tamera Mowry Calls for Gun Control on 'The Real' After Niece Died in Thousand Oaks Shooting,anonymous-source/all_shooting_images_newest/110249.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'sorry about the loss first, then feel angry about the violence'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'For one more people died from a gunshot, and hope this can bring some changes. '}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'It is a must to reduce the trauma in the country. Peace should be welcomed instead.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I think its sad that so many young people have died in shootings and it always takes a big shooting to draw attention to gun violence.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""it's sad to hear about anyone losing a loved one.""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Once again, I am glad this person is using their platform to share the message but the fact that it took personal tragedy for her to do so is upsetting to me. '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'gun control is important'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""SAD for the victim family's loss. \r\nANGRY for the inefficient existing gun-control. ""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'gun violence makes me sad'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'I feel neutral since there are many people calling for gun control'}]"
120,Suspect In Fatal Kroger Shooting First Tried To Get Inside Black Church: Police,anonymous-source/all_shooting_images_newest/100083.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Because he had attempted first to go somewhere that is supposed to be a safe place of worship, it also implies his actions were racially motivated, which is disgusting and a reminder that racism is still very much present in today's America. ""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': '1'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'another gun violence related to racism'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'There is too much hate in the world'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Racism is still a big problem'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel fear because there might be a suspect that carrying a gun to the church. Is it safe to go to church in the future?\r\n'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""its always weird when I read black church also was this written by the police cause I don't usually care what they have to say. so was this man trying to shoot up the church but settled for a Krogers ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I feel fear because the the fatal shooting event make me to think about the death.'}]"
122,"Bucking the NRA, Florida governor signs landmark gun control legislation",anonymous-source/all_shooting_images_newest/10588.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': '.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'seeing the governor finally decide to allocate money to something that is worth keeping the children and community of his state safe gives me hope, especially since Florida is usually out of wack when it comes to gun control. '}, {'emotion': 'Disgust', 'intensity': '3', 'reason': '1'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'it can be a big step towards gun control'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'They really need to do something...'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'I love when politicians actually do things to help people'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'This is a step of substance, well done '}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'I strongly agree that gun should be banned'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': ""good idea happy they're adding it""}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'because I am not a citizen of USA, and I am not familiar with the state law. However, I think gun control can help to increase the safety in the state, which makes me feel a little satisfied.'}]"
123,California bans gun sales to people under 21,anonymous-source/all_shooting_images_newest/90321.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': '.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'seeing how many suspects of school shooting are so young, it gives me hope that this rule will make somewhat of a difference in preventing tragedy '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '1'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'they are doing what they should do'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'This is insane.'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'new legislation restricting guns is exciting'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""It's a great decision!""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I feel happy at first because they ban gun sales, but shocking after because I did not know that teenagers under 21 can buy guns.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'good idea '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'under 21 makes me think of teenagers, and banning them from buying guns and potentially  prevent young people to make stupid and impulsive mistakes, so I feel contentment about this news.'}]"
127,"Mom: Thanks to active-shooter drills at school, my 4-year-old thought fireworks were gunshots. Enough already.",anonymous-source/all_shooting_images_newest/110494.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'seeing how this affects children at such a young age is so upsetting. Also as a parent knowing things like this do not happen to children who live in other countries makes me question my decision to raise. a family in America, somewhere I am supposed to be proud to call home'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'gunshots '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'kids at a young age were effected and may still suffer in the future'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'It sounds both funny and sad... and pathetic.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'that sucks but tbh they definitely could have been gunshots'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'This news is unbelievable， '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'School shooters are heartless, children should never be involved with guns. It can be easily prevented if guns were banned.'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""were traumatizing our children for what that's sad ""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""because the shooter drills, the fear has rooted in the children's heart, and when thought fireworks were gunshots, I really feel sorry and pity and sad for their childhood.""}]"
133,"New restrictions on gun ownership signed into law by California Gov. Jerry Brown, a Democrat",anonymous-source/all_shooting_images_newest/90326.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': '.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'things are moving in the right direction'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'some progress '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'finally the legislation improved'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Feeling fear when I heard ""gun ownership""...'}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'yay that is a good step'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Good job!'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'More restrictions the better, they should just ban gun for goods.'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""cool I don't live close to there and California is usually liberal (well the coast kinda)""}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'the new restriction was signed by the government officials, which make me feel the news trustworthy, and feel safe about the gun control.'}]"
